"Action","Animation","ScienceFiction","Horror","Fantasy","Family","Adventure","Comedy","Crime","Romance","Drama","Thriller","War","Western","Mystery","Music","Documentary","History","TVMovie","title","year","rating","budget","revenue","runtime"
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"Kingsman: The Secret Service",2015,76,8.1e+07,414351546,129
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Inception",2010,84,1.6e+08,825532764,148
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jiu Jitsu",2020,50,2.3e+07,99924,102
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Star Wars",1977,82,1.1e+07,775398007,121
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Public Enemies",2009,67,1e+08,214104620,140
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"The Lord of the Rings: The Fellowship of the Ring",2001,84,9.3e+07,871368364,179
0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"The Hunger Games: Mockingjay - Part 1",2014,68,1.25e+08,752100229,123
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Cosmic Sin",2021,42,2e+07,0,88
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"San Andreas",2015,62,1.1e+08,473990832,114
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"The Stronghold",2021,75,14479740,0,105
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dragon Ball Z: The World's Strongest",1990,64,0,1.8e+07,60
1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Kung Fu Panda",2008,72,1.3e+08,631744560,90
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Ready Player One",2018,76,1.75e+08,582890172,140
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"The Last Airbender",2010,47,1.5e+08,319713881,103
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Last Night in Soho",2021,75,4.3e+07,22957625,117
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Mad Max: Fury Road",2015,76,1.5e+08,378858340,121
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"No One Gets Out Alive",2021,60,0,0,85
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"The Hobbit: An Unexpected Journey",2012,73,2.5e+08,1021103568,169
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"The Lord of the Rings: The Two Towers",2002,84,7.9e+07,926287400,179
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Spiral: From the Book of Saw",2021,61,2e+07,40618920,93
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Predators",2010,62,4e+07,127233108,107
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dragon Ball Super: Broly",2018,78,1e+06,125002821,101
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Voyagers",2021,61,2e+07,4284903,108
1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"X-Men: Apocalypse",2016,65,1.78e+08,543934787,144
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"The Lord of the Rings: The Return of the King",2003,85,9.4e+07,1118888979,201
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Jolt",2021,67,0,238524,91
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Spider-Man 3",2007,64,2.58e+08,890871626,139
1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Spider-Man: Into the Spider-Verse",2018,84,9e+07,375540831,117
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dragon Ball Z: Super Android 13!",1992,67,0,18554927,46
1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"How to Train Your Dragon: Homecoming",2019,81,0,0,22
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Scary Movie",2000,63,1.9e+07,278019771,88
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Awake",2021,60,0,0,96
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Five Feet Apart",2019,83,7e+06,91500000,116
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Exorcist",1973,77,1.1e+07,441306145,122
0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Don't Look Up",2021,72,7.5e+07,784681,138
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"We Can Be Heroes",2020,62,0,0,97
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Taken 2",2012,63,4.5e+07,376141306,91
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"The Hobbit: The Desolation of Smaug",2013,76,2.5e+08,958400000,161
0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"Rascal Does Not Dream of a Dreaming Girl",2019,84,0,0,90
1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Maze Runner: The Death Cure",2018,71,6.2e+07,288175335,143
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Train to Busan",2016,78,8500000,87547518,118
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"Sing",2016,71,7.5e+07,634151679,108
1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Transformers: The Last Knight",2017,61,2.17e+08,605425157,155
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Fear Street: 1978",2021,73,0,0,110
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"Prometheus",2012,65,1.3e+08,403354469,124
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dragon Ball Z: Wrath of the Dragon",1995,72,0,2.4e+07,51
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"The Hangover Part II",2011,64,8e+07,586764305,102
1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Dawn of the Planet of the Apes",2014,73,1.7e+08,710644566,130
1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"Jack Reacher",2012,66,6e+07,218340595,130
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"White Chicks",2004,69,3.7e+07,113086475,109
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Skylines",2020,56,0,0,113
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Outside the Wire",2021,64,0,0,116
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Shazam!",2019,71,8e+07,365971656,132
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Girl in the Basement",2021,80,0,0,90
0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Penguins of Madagascar",2014,65,1.32e+08,373552094,92
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Naruto Shippuden the Movie: The Lost Tower",2010,70,0,0,85
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Batman v Superman: Dawn of Justice",2016,59,2.5e+08,873637528,152
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Alien: Covenant",2017,61,9.7e+07,240891763,122
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Tenet",2020,72,2.05e+08,363129000,150
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dragon Ball Z: The Tree of Might",1990,65,0,1.5e+07,61
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Terminator Salvation",2009,60,2e+08,371353001,117
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"American Sniper",2014,74,58800000,542307423,133
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"The Nun",2018,58,2.2e+07,365550119,96
0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"Aladdin",2019,71,1.83e+08,1047612394,128
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Maleficent: Mistress of Evil",2019,73,1.85e+08,491570967,119
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"He's All That",2021,67,0,0,91
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Star Wars: The Rise of Skywalker",2019,64,2.5e+08,1074144248,142
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dragon Ball Z: Bojack Unbound",1993,70,0,20100000,51
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"More the Merrier",2021,67,0,0,112
0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,"Spirit: Stallion of the Cimarron",2002,77,8e+07,122563539,83
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ponyo",2008,77,41677699,202404009,100
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"I Am Legend",2007,72,1.5e+08,585410052,101
0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Ralph Breaks the Internet",2018,72,1.75e+08,529221154,112
1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Fairy Tail: Dragon Cry",2017,65,0,0,85
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Call Me by Your Name",2017,82,4e+06,41063475,132
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Warrior",2011,78,2.5e+07,23308615,140
0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Jumanji: The Next Level",2019,70,1.25e+08,800059707,123
1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Dragon Ball Z: Bardock - The Father of Goku",1990,75,0,0,48
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"The Unforgivable",2021,75,0,0,112
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Ashfall",2019,66,17700000,61321941,128
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Human Centipede (First Sequence)",2009,52,2011799,252207,92
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Zombieland",2009,73,23600000,102391540,88
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Rambo: Last Blood",2019,65,5e+07,91490353,89
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Vivo",2021,76,0,0,99
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chaos Walking",2021,67,1.25e+08,26943020,109
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Annabelle Comes Home",2019,64,3e+07,231252591,106
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Host",2020,66,0,26745,57
0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Madagascar",2005,69,7.5e+07,542063846,86
1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"The New Mutants",2020,62,6.7e+07,49169594,94
1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"Honest Thief",2020,65,0,31220247,99
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Bad Boys for Life",2020,72,9e+07,426505244,124
1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"The Dark Knight Rises",2012,78,2.5e+08,1081041287,165
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dragon Ball Z: Fusion Reborn",1995,75,0,23500000,55
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Hitman: Agent 47",2015,58,3.5e+07,81967450,96
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dragon Ball Z: The Return of Cooler",1992,66,0,19581369,46
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"Brothers",2009,71,2.6e+07,43318349,105
1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"X-Men: Days of Future Past",2014,75,2.5e+08,747862775,132
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"King Richard",2021,79,5e+07,3e+07,145
1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"How to Train Your Dragon 2",2014,77,1.45e+08,621537500,102
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"The Hangover Part III",2013,62,1.03e+08,362000072,100
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Chappie",2015,68,4.9e+07,104399548,120
0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Cars",2006,69,1.2e+08,461983149,117
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Don't Be a Menace to South Central While Drinking Your Juice in the Hood",1996,69,3800000,20109115,89
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Suicide Squad",2016,59,1.75e+08,746846894,123
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,"CODA",2021,80,0,0,112
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"The Hunt",2020,67,1.4e+07,8621288,90
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Taken",2008,74,2.5e+07,226830568,94
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kate",2021,67,0,0,106
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Escape Room: Tournament of Champions",2021,67,1.5e+07,44888959,88
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Matrix",1999,82,6.3e+07,463517383,136
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"No Strings Attached",2011,63,2.5e+07,149228077,107
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Just Go with It",2011,66,8e+07,214945591,117
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Logan",2017,78,9.7e+07,619021436,137
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,"Bohemian Rhapsody",2018,80,5.2e+07,894027543,135
1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"The Trip",2021,67,0,0,115
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Meg",2018,62,1.5e+08,530243742,113
1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"Inglourious Basterds",2009,82,7e+07,321457747,153
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"The Expendables",2010,62,8e+07,274470394,103
1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"The Dark Knight",2008,85,1.85e+08,1004558444,152
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Superbad",2007,72,2e+07,170812526,113
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Incredibles 2",2018,75,2e+08,1242805359,118
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Night Teeth",2021,66,21700000,0,107
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,"Beckett",2021,63,0,0,109
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Creed",2015,74,3.7e+07,173567581,133
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"The Incredible Hulk",2008,62,1.5e+08,163712074,114
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"The Many Saints of Newark",2021,66,0,11620603,120
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"The SpongeBob SquarePants Movie",2004,70,3e+07,140161792,87
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"The Kissing Booth 2",2020,78,0,0,132
0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,"We Bare Bears: The Movie",2020,79,0,0,69
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Spirited Away",2001,85,1.9e+07,274925095,125
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"American Pie Presents: Girls' Rules",2020,63,0,0,95
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"El mesero",2021,80,0,0,86
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Creed II",2018,70,5e+07,214215889,130
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Nightmare Before Christmas",1993,78,2.4e+07,75634409,76
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hansel & Gretel: Witch Hunters",2013,60,5e+07,226349749,88
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,"The Courier",2021,71,0,2.6e+07,112
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Hotel Transylvania 3: Summer Vacation",2018,69,8e+07,528600000,97
0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Maquia: When the Promised Flower Blooms",2018,83,0,4300000,115
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"There's Someone Inside Your House",2021,56,0,0,96
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"How to Train Your Dragon",2010,78,1.65e+08,494878759,98
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"The First Purge",2018,60,1.3e+07,137056262,97
0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"A Quiet Place",2018,74,1.7e+07,340677200,91
0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,"Cinderella",2015,68,9.5e+07,543514353,105
0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Beauty and the Beast",2017,70,1.6e+08,1263521126,129
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Red Shoes and the Seven Dwarfs",2019,78,0,10054356,92
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Terminator: Dark Fate",2019,65,1.85e+08,261119292,128
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"The Purge: Election Year",2016,64,1e+07,118587880,105
0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"Fatherhood",2021,76,0,0,109
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Saw",2004,74,1200000,103911669,103
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Alone",2020,62,0,0,98
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Sentinelle",2021,59,6500000,0,80
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Bad Trip",2020,61,0,0,87
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Mission: Impossible - Fallout",2018,74,1.78e+08,791017452,147
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dragon Ball Z: Lord Slug",1991,64,0,16400000,52
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Zombieland: Double Tap",2019,70,4.2e+07,122801777,99
0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Cinderella II: Dreams Come True",2002,61,5e+06,0,74
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Peninsula",2020,69,1.7e+07,39657073,116
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"It",2017,72,3.5e+07,701842551,135
0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Ice Age: Collision Course",2016,61,1.05e+08,408579038,95
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Mission: Impossible - Ghost Protocol",2011,70,1.45e+08,694713380,133
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Space Sweepers",2021,71,2.1e+07,0,136
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Godzilla",2014,63,1.6e+08,529076069,123
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"The Shawshank Redemption",1994,87,2.5e+07,28341469,142
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Nobody Sleeps in the Woods Tonight",2020,50,0,0,102
0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,"Parasite",2019,85,11363000,257591776,133
1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"Kingsman: The Golden Circle",2017,70,1.04e+08,410902662,141
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"Exodus: Gods and Kings",2014,58,1.4e+08,268031828,150
1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Spies in Disguise",2019,77,1e+08,171616764,102
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Kick-Ass",2010,71,2.8e+07,96188903,117
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"The Banker",2020,75,0,0,120
1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,"Naruto Shippuden the Movie: The Will of Fire",2009,73,0,8084148,95
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"365 Days",2020,70,0,9458590,116
1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"The Croods",2013,69,1.35e+08,587204668,98
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Justice Society: World War II",2021,76,0,0,84
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Fear Street: 1666",2021,73,0,0,114
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Bride of Chucky",1998,59,2.5e+07,50671850,89
1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"The Tourist",2010,62,1e+08,278731369,103
1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Kung Fu Panda 3",2016,69,1.45e+08,521170825,95
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Miracles from Heaven",2016,74,1.6e+07,73983359,119
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"The Purge",2013,63,3e+06,89328627,86
0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"A Whisker Away",2020,80,0,0,104
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Blade Runner 2049",2017,75,1.5e+08,259239658,164
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kung Fu Panda 2",2011,69,1.5e+08,665692281,91
0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"The Book of Life",2014,75,5e+07,97437106,95
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Those Who Wish Me Dead",2021,68,2e+07,23384502,100
0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Rio 2",2014,65,1.03e+08,500188435,101
1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"The Predator",2018,56,8.8e+07,160542134,107
0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,"I Want to Eat Your Pancreas",2018,83,0,33748006,108
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Split",2016,73,9e+06,278454358,117
0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,"A Dog's Purpose",2017,76,2.2e+07,205035819,100
0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Stand by Me Doraemon",2014,73,3.5e+07,83061158,90
0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Madagascar 3: Europe's Most Wanted",2012,66,1.45e+08,746921274,93
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Naruto Shippuden the Movie: Bonds",2008,72,0,0,90
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Howl's Moving Castle",2004,84,2.4e+07,236049757,119
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"How the Grinch Stole Christmas",2000,67,1.23e+08,345141403,104
1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Armageddon",1998,68,1.4e+08,553799566,151
1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,"The Grey",2012,66,2.5e+07,77278331,117
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Pretty Woman",1990,74,1.4e+07,463406268,119
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"The Grinch",2018,68,7.5e+07,508575295,85
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Werewolves Within",2021,61,6500000,250811,97
1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Rise of the Planet of the Apes",2011,73,9.3e+07,482860185,105
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Tinker Bell and the Legend of the NeverBeast",2014,71,0,0,77
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Pain & Gain",2013,62,2.5e+07,87305549,130
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"The Expendables 3",2014,62,9.5e+07,214700000,126
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,"El Infierno",2010,77,0,0,145
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Peter Pan",1953,72,4e+06,87404651,77
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Scary Stories to Tell in the Dark",2019,65,2.5e+07,95438172,108
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,"Descendants 3",2019,78,1.5e+07,0,106
1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"Sword Art Online: The Movie â Ordinal Scale",2017,78,0,20725409,119
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"The Hunger Games: Mockingjay - Part 2",2015,69,1.6e+08,653428261,137
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"White House Down",2013,64,1.5e+08,205366737,131
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Independence Day",1996,68,7.5e+07,817400891,145
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"War for the Planet of the Apes",2017,71,1.5e+08,488533726,140
